"","teacher","posterior","p","prior"
"302","Mikk",6.18999164702484e-97,0.0101010101010101,0.000817912006377329
"303","Mikk",2.8298136038907e-77,0.0202020202020202,0.000997197476420733
"304","Mikk",7.27301784451787e-66,0.0303030303030303,0.00121268492019622
"305","Mikk",7.78729923138442e-58,0.0404040404040404,0.00147098079425061
"306","Mikk",1.16648552596565e-51,0.0505050505050505,0.00177974690631534
"307","Mikk",1.16928754491687e-46,0.0606060606060606,0.00214783893054545
"308","Mikk",1.80745345251472e-42,0.0707070707070707,0.00258545743371041
"309","Mikk",7.09085838115416e-39,0.0808080808080808,0.00310431149583204
"310","Mikk",9.73551977170859e-36,0.0909090909090909,0.00371779477938901
"311","Mikk",5.82506364303939e-33,0.101010101010101,0.00444117362774295
"312","Mikk",1.77598125033633e-30,0.111111111111111,0.0052917864537283
"313","Mikk",3.09666683589082e-28,0.121212121212121,0.00628925331208086
"314","Mikk",3.37061850861561e-26,0.131313131313131,0.00745569413431345
"315","Mikk",2.45149625221796e-24,0.141414141414141,0.00881595364281772
"316","Mikk",1.25736449656035e-22,0.151515151515152,0.0103978304549199
"317","Mikk",4.74945547214882e-21,0.161616161616162,0.0122323073415919
"318","Mikk",1.36890026708336e-19,0.171717171717172,0.0143537790256792
"319","Mikk",3.10009793186494e-18,0.181818181818182,0.016800273299081
"320","Mikk",5.65324678620923e-17,0.191919191919192,0.0196136606177523
"321","Mikk",8.47468193712854e-16,0.202020202020202,0.0228398467104084
"322","Mikk",1.06291771738665e-14,0.212121212121212,0.026528942126438
"323","Mikk",1.13236432442906e-13,0.222222222222222,0.030735402068057
"324","Mikk",1.03811827338021e-12,0.232323232323232,0.0355181293205587
"325","Mikk",8.28326030025503e-12,0.242424242424242,0.0409405326339362
"326","Mikk",5.80959249184716e-11,0.252525252525253,0.047070532542015
"327","Mikk",3.6128436882975e-10,0.262626262626263,0.0539805063555019
"328","Mikk",2.00739435309501e-09,0.272727272727273,0.0617471639576055
"329","Mikk",1.00330473848854e-08,0.282828282828283,0.0704513460895682
"330","Mikk",4.53789853133055e-08,0.292929292929293,0.0801777370622726
"331","Mikk",1.86730730701643e-07,0.303030303030303,0.0910144842910664
"332","Mikk",7.02395895699544e-07,0.313131313131313,0.103052717743562
"333","Mikk",2.42548524413753e-06,0.323232323232323,0.116385963330423
"334","Mikk",7.71820380254919e-06,0.333333333333333,0.131109445468548
"335","Mikk",2.27097378784461e-05,0.343434343434343,0.147319275510651
"336","Mikk",6.19739362656116e-05,0.353535353535354,0.165111524464828
"337","Mikk",0.000157286416349836,0.363636363636364,0.184581180414643
"338","Mikk",0.000372149507804847,0.373737373737374,0.205820993279369
"339","Mikk",0.000822684113173993,0.383838383838384,0.228920212001207
"340","Mikk",0.00170247169847951,0.393939393939394,0.25396322187902
"341","Mikk",0.00330372899999403,0.404040404040404,0.281028092544719
"342","Mikk",0.00602095615623606,0.414141414141414,0.310185049948438
"343","Mikk",0.0103190646231349,0.424242424242424,0.341494888623544
"344","Mikk",0.0166506083918183,0.434343434343434,0.375007343375984
"345","Mikk",0.025320028730673,0.444444444444444,0.410759442312029
"346","Mikk",0.0363165094078726,0.454545454545455,0.448773865706621
"347","Mikk",0.0491639250274709,0.464646464646465,0.4890573375405
"348","Mikk",0.062852999337829,0.474747474747475,0.531599078516411
"349","Mikk",0.0759130869071534,0.484848484848485,0.576369350922129
"350","Mikk",0.0866430653411786,0.494949494949495,0.62331812676387
"351","Mikk",0.0934619646208482,0.505050505050505,0.672373911076882
"352","Mikk",0.0952839918185681,0.515151515151515,0.723442752168763
"353","Mikk",0.0917976350072775,0.525252525252525,0.776407469714557
"354","Mikk",0.0835514954468848,0.535353535353535,0.831127130064351
"355","Mikk",0.0718148029713302,0.545454545454546,0.887436795823138
"356","Mikk",0.0582607756659922,0.555555555555556,0.945147573716561
"357","Mikk",0.0445804419103021,0.565656565656566,1.00404698098147
"358","Mikk",0.0321482094341532,0.575757575757576,1.0638996460541
"359","Mikk",0.0218265007997364,0.585858585858586,1.12444835422921
"360","Mikk",0.0139355868007292,0.595959595959596,1.18541544330887
"361","Mikk",0.00835608675754994,0.606060606060606,1.24650454814801
"362","Mikk",0.00469849040565,0.616161616161616,1.30740268655166
"363","Mikk",0.00247311821878165,0.626262626262626,1.36778267231747
"364","Mikk",0.00121624436054725,0.636363636363636,1.42730583449203
"365","Mikk",0.000557623281049991,0.646464646464647,1.48562501527487
"366","Mikk",0.000237764018388591,0.656565656565657,1.54238781261995
"367","Mikk",9.40269712120327e-05,0.666666666666667,1.59724002761176
"368","Mikk",3.43824670806861e-05,0.676767676767677,1.64982927129089
"369","Mikk",1.15857074621194e-05,0.686868686868687,1.69980868092091
"370","Mikk",3.58392228832313e-06,0.696969696969697,1.74684069186327
"371","Mikk",1.01344401529243e-06,0.707070707070707,1.79060080837959
"372","Mikk",2.60723416987868e-07,0.717171717171717,1.83078131491128
"373","Mikk",6.06990743548103e-08,0.727272727272727,1.86709486876989
"374","Mikk",1.27116151617178e-08,0.737373737373737,1.89927791575498
"375","Mikk",2.37847958910873e-09,0.747474747474748,1.927093872019
"376","Mikk",3.9460016455332e-10,0.757575757575758,1.95033601850643
"377","Mikk",5.7544653954752e-11,0.767676767676768,1.968830058464
"378","Mikk",7.30376043089967e-12,0.777777777777778,1.98243629377544
"379","Mikk",7.97741493117001e-13,0.787878787878788,1.99105138211385
"380","Mikk",7.40096137068081e-14,0.797979797979798,1.99460964399663
"381","Mikk",5.74466712399848e-15,0.808080808080808,1.99308389661905
"382","Mikk",3.66559543977041e-16,0.818181818181818,1.98648579965871
"383","Mikk",1.88340240489199e-17,0.828282828282828,1.97486570689721
"384","Mikk",7.60356612187365e-19,0.838383838383838,1.95831202630055
"385","Mikk",2.34226966656608e-20,0.848484848484849,1.93695009993367
"386","Mikk",5.31384801539206e-22,0.858585858585859,1.91094062355974
"387","Mikk",8.50138512032429e-24,0.868686868686869,1.88047763379714
"388","Mikk",9.08817678745787e-26,0.878787878787879,1.84578609809849
"389","Mikk",6.06488896433318e-28,0.888888888888889,1.80711914941372
"390","Mikk",2.31466074671072e-30,0.898989898989899,1.76475501306292
"391","Mikk",4.50140417432302e-33,0.909090909090909,1.71899367795972
"392","Mikk",3.81495897619092e-36,0.919191919191919,1.67015336780563
"393","Mikk",1.13151515838509e-39,0.929292929292929,1.61856687016356
"394","Mikk",8.51759081178923e-44,0.939393939393939,1.5645777823896
"395","Mikk",9.88728373957199e-49,0.94949494949495,1.50853673326131
"396","Mikk",7.68045060417311e-55,0.95959595959596,1.45079763782514
"397","Mikk",8.34673614133022e-63,0.96969696969697,1.39171404055856
"398","Mikk",3.77887090686521e-74,0.97979797979798,1.33163559849518
"399","Mikk",9.61825934240143e-94,0.98989898989899,1.27090475160574
"400","Mikk",0,1,1.20985362259572
